Product ID;Reference;Quantity
5839;201660;11
145;180830;60
146;180830;60
3797;180830;60
7225;731;0
5811;201550;12
5813;201550;12
5815;201550;12
5823;201580;10
6003;226500;27
3795;180820;3
8153;902000;0
8341;238090;8
8246;239810;14
5825;201590;14
5827;201590;14
6603;201630;12
3775;180320;6
6769;196100;0
8179;902200;14
8065;2329002;15
8348;239730;15
6097;226180;28
5197;195030;36
5671;195030;36
8338;239740;13
5803;201530;8
5805;201530;8
5817;201560;16
8213;902540;17
5829;201600;18
7227;732;70
8207;902480;18
8210;902510;18
8209;902500;16
8212;902530;18
8200;902410;13
2072;174510;18
6069;221850;18
8345;241200;19
8346;241210;18
5819;201570;21
5821;201570;21
6609;231380;26
8208;902490;19
8211;902520;19
8206;902470;19
8215;902560;19
8214;902550;19
6367;231800;22
5837;201650;19
8295;247170;972
6075;221940;0
8196;902370;17
6143;221660;21
149;195020;56
5701;195020;56
6365;231740;20
5661;195010;100
8182;902230;10
118;180750;11
3639;180750;11
6965;24301;11
131;180590;51
132;180590;51
5023;180590;51
7873;202490;21
138;180740;67
139;180740;67
3633;180740;67
5125;185880;288
8333;241190;27
152;180460;20
3747;180460;20
3793;180810;102
6585;228260;433
7189;651;19
6331;228820;16
8336;239830;27
5831;201610;12
109;180550;34
110;180550;34
111;180550;34
112;180560;85
3677;180550;34
3681;180560;85
4551;180450;25
6699;574B;37
7065;519;0
8334;241330;28
8340;239870;28
6809;223320;28
5665;194980;36
5681;195070;13
6353;231810;25
6155;226210;30
8184;902250;30
8191;902320;30
1102;174390;27
5799;201520;30
5801;201520;30
6409;231570;58
6779;223230;0
8180;902210;24
7875;202470;32
126;180520;52
127;180520;52
3667;180520;52
8317;250550;45
7201;683;258
3551;515001;32
6007;223330;57
6455;234170;32
2102;174540;33
8229;131029;66
106;180430;48
4543;180430;48
1122;174410;36
4533;180400;50
8363;284OR;132
6371;230850;0
8243;161029;0
8325;250770;30
116;180730;60
117;180730;60
123;180500;30
124;180500;30
125;180500;30
3629;180730;60
3659;180500;30
287;448506;39
8303;248670;50
8312;250750;29
8326;250570;31
6035;448533;39
2042;174480;38
8204;902450;37
6015;226530;40
8321;250640;29
8176;902170;41
6073;221930;42
6665;226510;63
6667;226510;63
156;180390;141
3923;180390;141
8316;250580;18
6963;243;168
8026;244870;0
107;180530;99
108;180530;99
3671;180530;99
3931;180410;54
8304;250650;40
8308;250600;54
8313;250530;19
8315;250830;40
8178;902190;39
7773;240040;20
4325;180380;45
6563;180380;45
8314;250760;38
6095;226170;43
7934;241970;37
4177;180310;50
8323;250670;29
7497;999;1522
8025;244860;37
8043;238200;35
6661;237120;76
6663;237120;76
135;180670;54
3781;180350;55
4615;180670;54
8306;250790;39
7974;244000;784
120;180440;44
121;180440;44
3741;180440;44
2092;174530;48
2032;174470;48
6731;694;777
8173;902140;43
7351;934;0
8309;250710;45
8310;250610;39
8322;250660;42
8361;284CF;78
6403;231580;75
8320;250590;39
8318;250820;49
2232;174660;51
7890;244340;432
6013;223360;53
6225;231830;32
5697;192840;42
7771;240030;36
8350;742;637
8319;250680;85
7877;202460;63
5705;197690;64
6009;223350;89
8190;902310;62
8189;902300;58
8185;902260;61
105;192860;46
5653;192860;46
8177;902180;57
7195;679;159
8264;247480;1930
147;180760;36
3643;180760;36
7867;202510;61
7869;202510;61
7871;202510;61
8234;131031;37
8183;902240;66
8187;902280;65
8370;273V;0
8205;902460;65
8324;250560;54
6595;406;294
8172;902130;53
3615;180690;82
8305;250520;42
7910;881;36
6011;223340;30
8311;250700;56
8201;902420;69
7807;233870;39
8301;247280;362
7571;284CS;84
8203;902440;71
8193;902340;71
8273;246970;797
8192;902330;72
8188;902290;74
153;194970;41
5689;194970;41
7471;98710;191
7525;239250;25
7391;97201;95
7865;202500;71
8181;902220;78
8199;902400;74
7367;949;38
142;180720;56
143;180720;56
4633;180720;56
8202;902430;79
3537;199260;55
6677;235130;185
6679;235130;185
6829;013/991;80
7769;240020;45
8036;233960;85
5719;192850;44
2222;174590;898
159;180660;41
3653;180660;41
7339;911;0
8230;141028;148
5995;226570;609
4337;180420;44
5235;180420;44
7023;440;86
8195;902360;89
8166;902070;52
8027;244440;0
5695;192820;136
8197;902380;96
8163;902040;77
157;180620;62
158;180620;62
3697;180620;62
6673;237130;126
6675;237130;126
6729;696;40
6939;19206;106
8194;902350;104
8371;273NC;44
114;180680;119
115;180680;119
4617;180680;119
6733;69401;1226
8227;131028;97
7193;678;87
6333;228830;102
6443;234350;84
7533;284A;240
6925;18001;0
6565;231500;55
6647;231500;55
7972;243840;910
7803;243070;117
5311;190750;70
7389;972;732
5575;174430;126
1392;176320;74
8244;161031;80
8198;902390;121
8233;141029;179
7920;107;1173
7379;97001;108
5315;190770;81
7299;829;138
7203;684;255
5313;190760;98
3535;164560;246
8279;247490;1910
6927;18009;109
7805;233860;367
6707;870;7742
7992;243920;51
8241;161028;88
7892;244360;726
7335;909;186
7891;244350;617
5113;186380;0
242;170960;1548
5309;190740;105
6437;234340;211
7113;565;2576
234;147800;1114
7337;910;0
330;174150;294
7199;681;185
7967;243930;1043
243;170970;1105
5731;200480;1721
7994;243760;1157
7637;SM0022;159
7999;244010;583
8170;902110;123
8237;151028;152
8018;244830;0
8014;244970;159
235;147810;1199
7347;931;250
6531;129;124
8017;244990;162
8012;244960;164
7381;971;915
8015;244980;162
6961;240;1864
7345;914;26
8186;902270;180
247;174840;294
6373;228270;415
6639;235400;158
8367;284FP;96
7669;CHP2004EU;396
8297;247210;772
7990;243990;684
8262;247240;528
7359;945;0
7753;241130;0
7902;225;171
7585;274BI;186
7984;243630;92
7247;777;0
3481;164510;416
7491;99002;139
7197;680;129
8299;247230;724
7964;243860;187
1252;168660;123
8296;247200;1418
7545;284C;198
5317;179790;136
8001;244410;605
7961;243780;1010
7129;61002;0
7968;243830;181
7177;633;110
1342;168690;103
7077;541;89
8011;244170;669
8022;244840;68
8171;902120;239
7641;SM0024;224
7651;SM0112;230
5111;186370;310
8238;151029;95
7461;981;3163
6027;226440;338
7896;244370;677
7894;244380;613
5121;185840;473
7931;244400;0
6625;237800;182
7517;166;436
7998;244020;632
8023;244850;170
7997;243980;237
8169;902100;265
6216;168670;191
7333;907;0
5117;187160;1017
5265;190080;0
5901;223030;52
6725;692;199
6529;128;1676
6823;013/915;247
8359;99301;1049
7751;233580;240
6789;231400;239
5909;201720;359
8270;247190;409
6219;173030;280
7925;110;315
7930;110;315
7205;688;296
2982;164750;745
8252;246940;422
7099;550;615
1432;173050;304
7939;237050;355
8256;247040;1266
8387;226680;0
248;176270;123
7349;933;0
7985;243940;285
7978;244140;818
8373;236980;426
7649;SM0092;352
7942;236990;295
7952;243750;1913
8042;235700;181
5903;184020;1320
3569;179800;271
6627;235270;506
6719;621K;362
7459;979;4050
8287;247090;803
8257;247050;1075
6721;623K;343
7957;858;204
8381;235320;338
7485;98730P;275
6723;625K;359
8282;247030;809
6495;234020;404
7431;97530;300
8260;247510;1422
6469;233250;312
5897;223020;229
8377;157;2483
1402;173020;422
3533;164550;2816
8235;141031;163
8352;99302;888
337;166490;956
8386;237010;319
7547;284L;432
7954;243770;368
5639;199620;254
246;174876;363
7241;756;327
8283;247060;1295
7593;274V;284
6349;222300;736
8034;233900;495
6211;225000;227
8274;246980;373
274;194860;422
1312;168680;462
327;177270;807
7897;244390;526
7551;284PV;576
7970;243900;1133
8055;222590;834
7027;44005;307
8240;151031;248
7239;74101;104
7851;143580;559
7131;61003;455
7986;243660;259
7673;295FS;560
6593;228280;767
7101;55002;505
8251;246930;1240
7937;237000;416
7958;245030;39
2212;174580;848
8365;284WW;336
7607;285BM;588
6895;120;2372
2202;174570;734
6893;119;660
8286;247080;742
6493;235340;523
6441;233400;602
7949;243720;973
7139;615;458
8378;161;328
6199;226450;327
7473;98711;269
7653;SM0132;621
8289;247110;1742
6205;226480;596
6735;187640;0
7924;392;712
7785;42903;2295
7137;614;440
7319;86001;662
7313;85802;0
6431;233380;453
6433;233390;558
8250;247560;1549
7463;984;520
244;179810;3031
7959;243870;1336
6727;693;307
7813;241350;2089
8277;247460;2381
6517;236430;672
3491;164500;2218
6589;227320;874
7995;243850;649
3529;164530;1800
6747;192310;951
7899;395;661
8376;152;3142
6597;404;1301
6643;235360;359
7353;936;773
7988;243810;698
6711;621;423
7983;243890;638
7253;78302;817
7179;635;1585
7529;239260;851
2992;230200;735
8248;247450;1759
6435;233370;552
8368;274CH;98
6509;236460;864
7589;274BG;250
8281;247020;925
296;164410;4855
6491;235370;825
7923;59801;594
6537;237090;814
6623;235660;367
8010;244160;1217
5263;236280;1503
6203;226470;265
6985;366;2004
8167;902080;797
8148;987;2216
6577;224540;1225
7435;97601;1866
7257;787;1393
7979;243730;1860
7303;834;770
8263;247300;1243
8269;247500;1419
8009;244150;1026
7591;274T;264
8267;247540;1324
8380;163;674
7175;632;1032
6581;224560;1035
7423;974;815
6617;187210;1464
6535;236950;965
7945;236270;1588
8249;247470;1590
7561;284MC;275
6481;233630;962
7671;CHP2005EU;1140
5109;186360;1714
8355;241820;5442
7377;970;3264
7061;516;1270
7453;97610;1149
6213;225020;913
8265;247530;2456
3471;201930;3006
7837;68901;241
6957;236;891
8398;251020;3821
6905;126;833
8399;251030;3917
7125;610;960
7493;993;2098
7103;55003;779
7443;97605;1348
6973;31002;3913
3527;164520;1458
5905;223470;1491
7475;98712;0
7980;243740;1416
7105;552;445
8045;236540;1462
7361;946;1421
8384;235310;1172
6715;625;1246
7495;998;816
8041;227340;76
7031;45010;919
2442;118;1412
6619;201820;1456
8396;250980;5759
7261;789;1116
8280;247010;1913
5129;187120;1213
5307;191760;2120
6897;122;4404
7451;97609;4146
6979;341M;438
6949;202;867
6899;123;6450
7609;285V;1755
7433;976;1421
7665;CHP2002EU;1770
8394;251000;1326
8395;251010;1325
8354;63501;1048
7886;116;1369
7429;97520;1785
6573;390;1984
265;164570;1631
7976;241320;0
7355;943;1160
6615;185950;1394
7521;201940;961
8047;201940;961
6713;623;94
7317;85804;1328
7321;862;4931
7903;187650;1596
7663;CHP2001EU;2040
7906;249;2851
6507;235960;2081
6975;338;1048
8357;71903;3952
253;137580;3895
8147;106;1394
8360;284BD;1068
5123;185870;939
6505;236310;2183
7779;226000;3065
6989;423;5214
8410;251080;1999
8403;251060;6508
7373;957;2419
7427;97501;64
8411;251070;2014
263;141920;0
6193;222180;2096
7075;539S;3303
6883;100B;4280
7549;284P;1260
8271;247000;2137
332;166500;211
7437;97602;1577
7679;295V;2478
239;168940;2891
328;174880;210
6457;234310;1705
7573;284JF;672
8401;251050;2152
8407;251120;2141
7237;741;2516
7155;620;2182
8400;251040;2198
6889;100E;1339
5891;204770;5145
5899;202570;2999
7121;605;7355
6991;426;1752
8397;250990;6985
7565;284T;1476
7543;284S;1560
7111;562;3621
7441;97604;4426
7787;42902;3647
7425;97500;2919
7905;187140;1825
8223;654;2915
7107;55201;4014
3531;164540;2813
8364;284WI;48
8050;150;15835
7305;840;2753
7898;772;1810
7445;97606;2047
5741;202540;3133
8247;247420;1714
7555;284MT;1380
7069;528;2952
7557;284R;1224
7265;794;1965
7439;97603;1729
6887;100D;3277
7917;509;3044
7775;225980;2841
6209;225010;1839
7513;42905;8228
7919;247;3255
6503;234010;3674
7677;295PV;3732
7537;284F;864
7913;233;1205
7097;542;4895
7884;71901;6419
8356;251380;4230
7289;809;4911
6953;220;2801
7245;771;1421
8046;146;9243
7927;228;4943
7511;42904;6729
7281;800;4862
6345;199730;5080
7809;155;3204
7509;42901;2760
7457;978;5581
7357;944;7069
6951;215;8850
7956;245050;10430
6669;202550;2442
7315;85803;1675
7287;807;4862
6915;145;1954
8408;251110;5245
6959;238;3840
8052;170;14507
237;164770;6810
7283;801;6342
7135;613;5742
7922;241370;2615
8358;69942;8444
7455;977;3710
7133;612;6525
6977;341;9043
7291;823;6001
2372;127;2758
7277;79801;5166
7249;781;6375
6901;124;7966
7295;825;6451
6911;139;6570
5889;221480;5921
7053;508;6540
7371;956;6797
7293;824;7109
7311;857;3676
7811;159;3303
329;174160;2909
7929;234;8835
6703;867;23882
7745;915;1381
6969;304;1699
7307;854;6795
7285;806;11124
7928;226;7621
8379;162;5357
6489;234490;6231
8374;172;14365
7213;699;4794
6919;154;14368
7297;828;10627
7275;798;4713
8351;69941;9008
6987;421;9900
7255;785;10674
7421;97380;16057
7267;795;8998
7273;79701;9628
8226;69940;15640
6971;31001;40908
6903;125;16928
7271;797;14145
6981;342;4765
7301;833;14932
7309;856;14653
7059;51201;12075
8362;284CH;12252
7539;284BG;12084
7575;284CO;13679
7577;284SC;14924
7535;284B;15455
7541;284V;14844
8245;581400;26891
6983;346;21958
